VERSION;TYPE;PEERS;ROUTES;;TOTAL_ROUTES;TOTAL_PREFICES;RSS;SZ;VSZ;i;TIMEDIF;DATETIME
v2.0.8-169-ga840170e;imex;32;100000;;166748;52697;294116;76112;304448;65;16.014618401;2022-02-03@03:28:59
v2.0.8-169-ga840170e;imex;32;100000;;166748;52697;294312;76158;304632;65;16.100152767;2022-02-03@03:29:20
v2.0.8-169-ga840170e;imex;32;100000;;166748;52697;294020;76121;304484;66;16.269488070;2022-02-03@03:29:41
v2.0.8-169-ga840170e;imex;32;100000;;166748;52697;293816;76066;304264;58;14.269149416;2022-02-03@03:30:01
v2.0.8-169-ga840170e;imex;32;100000;;166748;52697;293976;76065;304260;58;14.299197839;2022-02-03@03:30:20
v2.0.8-169-ga840170e;imex;32;100000;;166748;52697;293984;76134;304536;63;15.556897908;2022-02-03@03:30:40
v2.0.8-169-ga840170e;imex;32;100000;;166748;52697;293996;76104;304416;64;15.681865360;2022-02-03@03:31:00
v2.0.8-191-g68d8716f;imex;32;100000;;166748;52697;297660;604576;2418304;12;2.898652814;2022-02-03@03:31:10
v2.0.8-191-g68d8716f;imex;32;100000;;166748;52697;298544;604433;2417732;11;2.636944301;2022-02-03@03:31:18
v2.0.8-191-g68d8716f;imex;32;100000;;166748;52697;298052;604538;2418152;11;2.640495457;2022-02-03@03:31:25
v2.0.8-191-g68d8716f;imex;32;100000;;166748;52697;298172;604591;2418364;10;2.462956288;2022-02-03@03:31:33
v2.0.8-191-g68d8716f;imex;32;100000;;166748;52697;298704;604516;2418064;11;2.670014809;2022-02-03@03:31:40
v2.0.8-191-g68d8716f;imex;32;100000;;166748;52697;297268;604430;2417720;11;2.626243019;2022-02-03@03:31:48
v2.0.8-191-g68d8716f;imex;32;100000;;166748;52697;297772;604504;2418016;11;2.795152004;2022-02-03@03:31:55
v2.0.8-191-g68d8716f;imex;32;100000;;166748;52697;297988;604472;2417888;11;2.632789987;2022-02-03@03:32:03
v2.0.8;single;32;100000;;166748;52697;63996;17566;70264;38;9.218257705;2022-02-03@03:32:28
v2.0.8;single;32;100000;;166748;52697;64316;17570;70280;38;9.262111096;2022-02-03@03:32:43
v2.0.8;single;32;100000;;166748;52697;63944;17565;70260;38;9.251625557;2022-02-03@03:32:57
v2.0.8;single;32;100000;;166748;52697;64060;17582;70328;38;9.281909278;2022-02-03@03:33:11
v2.0.8;single;32;100000;;166748;52697;64092;17558;70232;38;9.250030044;2022-02-03@03:33:25
v2.0.8;single;32;100000;;166748;52697;64116;17574;70296;38;9.293164969;2022-02-03@03:33:39
v2.0.8;single;32;100000;;166748;52697;63844;17557;70228;38;9.300185852;2022-02-03@03:33:53
v2.0.8;single;32;100000;;166748;52697;64016;17558;70232;38;9.326301222;2022-02-03@03:34:07
v2.0.8-169-ga840170e;single;32;100000;;166748;52697;50292;14138;56552;41;9.974790615;2022-02-03@03:34:24
v2.0.8-169-ga840170e;single;32;100000;;166748;52697;50344;14177;56708;39;9.481383993;2022-02-03@03:34:39
v2.0.8-169-ga840170e;single;32;100000;;166748;52697;50396;14168;56672;37;8.974590069;2022-02-03@03:34:52
v2.0.8-169-ga840170e;single;32;100000;;166748;52697;50416;14150;56600;37;8.999044951;2022-02-03@03:35:06
v2.0.8-169-ga840170e;single;32;100000;;166748;52697;50500;14153;56612;39;9.501545895;2022-02-03@03:35:20
v2.0.8-169-ga840170e;single;32;100000;;166748;52697;50300;14171;56684;38;9.266433712;2022-02-03@03:35:35
v2.0.8-169-ga840170e;single;32;100000;;166748;52697;50448;14177;56708;37;9.002393156;2022-02-03@03:35:48
v2.0.8-169-ga840170e;single;32;100000;;166748;52697;50360;14146;56584;37;8.999302476;2022-02-03@03:36:02
v2.0.8-191-g68d8716f;single;32;100000;;166748;52697;50116;549758;2199032;10;2.417509163;2022-02-03@03:36:12
v2.0.8-191-g68d8716f;single;32;100000;;166748;52697;51656;549895;2199580;8;2.037054128;2022-02-03@03:36:19
v2.0.8-191-g68d8716f;single;32;100000;;166748;52697;50724;549806;2199224;9;2.180783198;2022-02-03@03:36:26
v2.0.8-191-g68d8716f;single;32;100000;;166748;52697;50932;549784;2199136;9;2.177541835;2022-02-03@03:36:33
v2.0.8-191-g68d8716f;single;32;100000;;166748;52697;50488;549756;2199024;10;2.418719794;2022-02-03@03:36:40
v2.0.8-191-g68d8716f;single;32;100000;;166748;52697;49888;549799;2199196;9;2.172596130;2022-02-03@03:36:47
v2.0.8-191-g68d8716f;single;32;100000;;166748;52697;50720;549780;2199120;10;2.465486684;2022-02-03@03:36:54
v2.0.8-191-g68d8716f;single;32;100000;;166748;52697;49776;549787;2199148;8;2.084299164;2022-02-03@03:37:01
v2.0.8;mulimex;32;100000;;166748;52697;811120;204292;817168;78;19.446498700;2022-02-03@03:37:37
v2.0.8;mulimex;32;100000;;166748;52697;810944;204239;816956;79;19.458937156;2022-02-03@03:38:02
v2.0.8;mulimex;32;100000;;166748;52697;810864;204292;817168;80;19.656616262;2022-02-03@03:38:28
v2.0.8;mulimex;32;100000;;166748;52697;810732;204251;817004;79;19.433095414;2022-02-03@03:38:54
v2.0.8;mulimex;32;100000;;166748;52697;811056;204270;817080;78;19.216247533;2022-02-03@03:39:19
v2.0.8;mulimex;32;100000;;166748;52697;811068;204285;817140;79;19.417941708;2022-02-03@03:39:45
v2.0.8;mulimex;32;100000;;166748;52697;811076;204285;817140;78;19.185879127;2022-02-03@03:40:10
v2.0.8;mulimex;32;100000;;166748;52697;810936;204298;817192;78;19.183132590;2022-02-03@03:40:35
v2.0.8-169-ga840170e;mulimex;32;100000;;166748;52697;694024;711217;2844868;44;10.890215748;2022-02-03@03:40:55
v2.0.8-169-ga840170e;mulimex;32;100000;;166748;52697;694264;711273;2845092;44;10.885117803;2022-02-03@03:41:10
v2.0.8-169-ga840170e;mulimex;32;100000;;166748;52697;695264;711095;2844380;44;10.906228136;2022-02-03@03:41:26
v2.0.8-169-ga840170e;mulimex;32;100000;;166748;52697;694148;711047;2844188;44;10.861365333;2022-02-03@03:41:42
v2.0.8-169-ga840170e;mulimex;32;100000;;166748;52697;695224;711212;2844848;44;10.949888719;2022-02-03@03:41:57
v2.0.8-169-ga840170e;mulimex;32;100000;;166748;52697;694724;711583;2846332;43;10.625223748;2022-02-03@03:42:13
v2.0.8-169-ga840170e;mulimex;32;100000;;166748;52697;695188;711052;2844208;43;10.669767968;2022-02-03@03:42:28
v2.0.8-169-ga840170e;mulimex;32;100000;;166748;52697;693784;711064;2844256;44;10.937289159;2022-02-03@03:42:44
v2.0.8-191-g68d8716f;mulimex;32;100000;;166748;52697;702632;1245382;4981528;14;3.413564323;2022-02-03@03:42:55
v2.0.8-191-g68d8716f;mulimex;32;100000;;166748;52697;700180;1245477;4981908;14;3.469947154;2022-02-03@03:43:03
v2.0.8-191-g68d8716f;mulimex;32;100000;;166748;52697;699664;1245456;4981824;13;3.299001177;2022-02-03@03:43:11
v2.0.8-191-g68d8716f;mulimex;32;100000;;166748;52697;697732;1245341;4981364;14;3.485798201;2022-02-03@03:43:20
v2.0.8-191-g68d8716f;mulimex;32;100000;;166748;52697;701120;1245404;4981616;14;3.489658214;2022-02-03@03:43:28
v2.0.8-191-g68d8716f;mulimex;32;100000;;166748;52697;699048;1245320;4981280;14;3.547827353;2022-02-03@03:43:37
v2.0.8-191-g68d8716f;mulimex;32;100000;;166748;52697;699684;1245477;4981908;13;3.290228948;2022-02-03@03:43:45
v2.0.8-191-g68d8716f;mulimex;32;100000;;166748;52697;698284;1245349;4981396;14;3.547135679;2022-02-03@03:43:53
v2.0.8;multi;100;100000;;184114;52738;1713052;429823;1719292;273;67.385808014;2022-02-03@03:45:21
v2.0.8;multi;100;100000;;184114;52738;1712852;429793;1719172;275;67.757938249;2022-02-03@03:46:38
v2.0.8;multi;100;100000;;184114;52738;1713168;429842;1719368;274;67.509844463;2022-02-03@03:47:54
v2.0.8;multi;100;100000;;184114;52738;1713132;429783;1719132;277;68.044733435;2022-02-03@03:49:11
v2.0.8;multi;100;100000;;184114;52738;1713124;429801;1719204;271;66.940725001;2022-02-03@03:50:28
v2.0.8;multi;100;100000;;184114;52738;1713312;429840;1719360;274;67.369835399;2022-02-03@03:51:44
v2.0.8;multi;100;100000;;184114;52738;1712952;429800;1719200;275;67.498930363;2022-02-03@03:53:01
v2.0.8;multi;100;100000;;184114;52738;1713104;429787;1719148;275;67.725068578;2022-02-03@03:54:18
v2.0.8-169-ga840170e;multi;100;100000;;184114;52738;1425992;2005657;8022628;83;20.557725451;2022-02-03@03:54:49
v2.0.8-169-ga840170e;multi;100;100000;;184114;52738;1429844;2005698;8022792;82;20.209845376;2022-02-03@03:55:15
v2.0.8-169-ga840170e;multi;100;100000;;184114;52738;1429500;2005671;8022684;85;21.015281049;2022-02-03@03:55:41
v2.0.8-169-ga840170e;multi;100;100000;;184114;52738;1429628;2005825;8023300;83;20.415961317;2022-02-03@03:56:06
v2.0.8-169-ga840170e;multi;100;100000;;184114;52738;1422632;2005632;8022528;83;20.496795671;2022-02-03@03:56:32
v2.0.8-169-ga840170e;multi;100;100000;;184114;52738;1430108;2005650;8022600;84;20.734262658;2022-02-03@03:56:57
v2.0.8-169-ga840170e;multi;100;100000;;184114;52738;1430404;2012302;8049208;87;21.457426752;2022-02-03@03:57:24
v2.0.8-169-ga840170e;multi;100;100000;;184114;52738;1425324;2005867;8023468;84;20.691418186;2022-02-03@03:57:50
v2.0.8-191-g68d8716f;multi;100;100000;;184114;52738;1481388;2427324;9709296;35;8.778679458;2022-02-03@03:58:05
v2.0.8-191-g68d8716f;multi;100;100000;;184114;52738;1442612;2427252;9709008;37;9.336091223;2022-02-03@03:58:20
v2.0.8-191-g68d8716f;multi;100;100000;;184114;52738;1456140;2427248;9708992;35;8.843064050;2022-02-03@03:58:34
v2.0.8-191-g68d8716f;multi;100;100000;;184114;52738;1469568;2428023;9712092;34;8.621438359;2022-02-03@03:58:48
v2.0.8-191-g68d8716f;multi;100;100000;;184114;52738;1466508;2427266;9709064;35;8.815145970;2022-02-03@03:59:01
v2.0.8-191-g68d8716f;multi;100;100000;;184114;52738;1478856;2427419;9709676;34;8.620417968;2022-02-03@03:59:15
v2.0.8-191-g68d8716f;multi;100;100000;;184114;52738;1495244;2427218;9708872;35;8.737462480;2022-02-03@03:59:29
v2.0.8-191-g68d8716f;multi;100;100000;;184114;52738;1492124;2427344;9709376;35;8.768686315;2022-02-03@03:59:43
v2.0.8;imex;100;100000;;184114;52738;777560;195972;783888;137;33.677154762;2022-02-03@04:00:51
v2.0.8;imex;100;100000;;184114;52738;777648;195972;783888;138;33.894622326;2022-02-03@04:01:31
v2.0.8;imex;100;100000;;184114;52738;777880;196007;784028;137;33.626373147;2022-02-03@04:02:11
v2.0.8;imex;100;100000;;184114;52738;777416;195943;783772;136;33.434963973;2022-02-03@04:02:50
v2.0.8;imex;100;100000;;184114;52738;777728;196008;784032;138;33.973120680;2022-02-03@04:03:30
v2.0.8;imex;100;100000;;184114;52738;777736;195952;783808;137;33.790319607;2022-02-03@04:04:09
v2.0.8;imex;100;100000;;184114;52738;777592;195960;783840;137;33.706548283;2022-02-03@04:04:49
v2.0.8;imex;100;100000;;184114;52738;777640;195941;783764;136;33.378781803;2022-02-03@04:05:28
v2.0.8-169-ga840170e;imex;100;100000;;184114;52738;708088;181622;726488;151;37.013249999;2022-02-03@04:06:13
v2.0.8-169-ga840170e;imex;100;100000;;184114;52738;707980;181589;726356;154;37.662782667;2022-02-03@04:06:56
v2.0.8-169-ga840170e;imex;100;100000;;184114;52738;707820;181568;726272;153;37.459746076;2022-02-03@04:07:38
v2.0.8-169-ga840170e;imex;100;100000;;184114;52738;707856;181564;726256;153;37.469682383;2022-02-03@04:08:20
v2.0.8-169-ga840170e;imex;100;100000;;184114;52738;707912;181609;726436;152;37.283080970;2022-02-03@04:09:02
v2.0.8-169-ga840170e;imex;100;100000;;184114;52738;708376;181674;726696;155;37.965614917;2022-02-03@04:09:45
v2.0.8-169-ga840170e;imex;100;100000;;184114;52738;707884;181558;726232;148;36.272936479;2022-02-03@04:10:26
v2.0.8-169-ga840170e;imex;100;100000;;184114;52738;707956;181631;726524;153;37.403954079;2022-02-03@04:11:09
v2.0.8-191-g68d8716f;imex;100;100000;;184114;52738;728300;1820218;7280872;23;5.687433724;2022-02-03@04:11:21
v2.0.8-191-g68d8716f;imex;100;100000;;184114;52738;729376;1820265;7281060;22;5.508918611;2022-02-03@04:11:32
v2.0.8-191-g68d8716f;imex;100;100000;;184114;52738;721520;1819819;7279276;23;5.761245300;2022-02-03@04:11:43
v2.0.8-191-g68d8716f;imex;100;100000;;184114;52738;724460;1820191;7280764;23;5.704400797;2022-02-03@04:11:53
v2.0.8-191-g68d8716f;imex;100;100000;;184114;52738;721860;1819740;7278960;21;5.452494059;2022-02-03@04:12:04
v2.0.8-191-g68d8716f;imex;100;100000;;184114;52738;723112;1819876;7279504;22;5.496902181;2022-02-03@04:12:14
v2.0.8-191-g68d8716f;imex;100;100000;;184114;52738;726544;1820444;7281776;23;5.789891400;2022-02-03@04:12:25
v2.0.8-191-g68d8716f;imex;100;100000;;184114;52738;727744;1820258;7281032;22;5.541548042;2022-02-03@04:12:35
v2.0.8;single;100;100000;;184114;52738;76400;20696;82784;131;32.358187307;2022-02-03@04:13:43
v2.0.8;single;100;100000;;184114;52738;76900;20742;82968;123;30.351653399;2022-02-03@04:14:18
v2.0.8;single;100;100000;;184114;52738;76740;20738;82952;124;30.534422905;2022-02-03@04:14:54
v2.0.8;single;100;100000;;184114;52738;76812;20722;82888;123;30.281710157;2022-02-03@04:15:29
v2.0.8;single;100;100000;;184114;52738;76944;20761;83044;124;30.520022777;2022-02-03@04:16:04
v2.0.8;single;100;100000;;184114;52738;76784;20757;83028;122;29.946760894;2022-02-03@04:16:39
v2.0.8;single;100;100000;;184114;52738;76388;20702;82808;121;29.785200129;2022-02-03@04:17:13
v2.0.8;single;100;100000;;184114;52738;76924;20768;83072;122;30.107677983;2022-02-03@04:17:48
v2.0.8-169-ga840170e;single;100;100000;;184114;52738;62340;17218;68872;116;28.453683467;2022-02-03@04:18:24
v2.0.8-169-ga840170e;single;100;100000;;184114;52738;62568;17236;68944;116;28.442184734;2022-02-03@04:18:57
v2.0.8-169-ga840170e;single;100;100000;;184114;52738;62440;17242;68968;116;28.526600914;2022-02-03@04:19:30
v2.0.8-169-ga840170e;single;100;100000;;184114;52738;62460;17224;68896;117;28.702293593;2022-02-03@04:20:04
v2.0.8-169-ga840170e;single;100;100000;;184114;52738;62384;17205;68820;118;28.902405376;2022-02-03@04:20:38
v2.0.8-169-ga840170e;single;100;100000;;184114;52738;62548;17231;68924;126;30.908334968;2022-02-03@04:21:13
v2.0.8-169-ga840170e;single;100;100000;;184114;52738;62716;17210;68840;116;28.500362944;2022-02-03@04:21:47
v2.0.8-169-ga840170e;single;100;100000;;184114;52738;62632;17207;68828;116;28.475685239;2022-02-03@04:22:20
v2.0.8-191-g68d8716f;single;100;100000;;184114;52738;91248;1666616;6666464;17;4.271670995;2022-02-03@04:22:31
v2.0.8-191-g68d8716f;single;100;100000;;184114;52738;76420;1666473;6665892;17;4.335608306;2022-02-03@04:22:41
v2.0.8-191-g68d8716f;single;100;100000;;184114;52738;69236;1666528;6666112;17;4.229734845;2022-02-03@04:22:50
v2.0.8-191-g68d8716f;single;100;100000;;184114;52738;72072;1666426;6665704;18;4.412883654;2022-02-03@04:22:59
v2.0.8-191-g68d8716f;single;100;100000;;184114;52738;73128;1666487;6665948;17;4.212628622;2022-02-03@04:23:08
v2.0.8-191-g68d8716f;single;100;100000;;184114;52738;77072;1666460;6665840;18;4.385832007;2022-02-03@04:23:17
v2.0.8-191-g68d8716f;single;100;100000;;184114;52738;78064;1666492;6665968;18;4.568953528;2022-02-03@04:23:27
v2.0.8-191-g68d8716f;single;100;100000;;184114;52738;77756;1666414;6665656;18;4.469834074;2022-02-03@04:23:36
v2.0.8;mulimex;100;100000;;184114;52738;2359508;591472;2365888;287;70.676991979;2022-02-03@04:25:21
v2.0.8;mulimex;100;100000;;184114;52738;2359816;591543;2366172;288;70.927290312;2022-02-03@04:26:43
v2.0.8;mulimex;100;100000;;184114;52738;2359824;591512;2366048;286;70.510577014;2022-02-03@04:28:04
v2.0.8;mulimex;100;100000;;184114;52738;2359636;591461;2365844;288;71.006861767;2022-02-03@04:29:25
v2.0.8;mulimex;100;100000;;184114;52738;2359928;591515;2366060;285;70.281233979;2022-02-03@04:30:46
v2.0.8;mulimex;100;100000;;184114;52738;2359656;591457;2365828;286;70.601197140;2022-02-03@04:32:07
v2.0.8;mulimex;100;100000;;184114;52738;2359812;591476;2365904;286;70.666377892;2022-02-03@04:33:29
v2.0.8;mulimex;100;100000;;184114;52738;2359708;591514;2366056;287;70.556825506;2022-02-03@04:34:50
v2.0.8-169-ga840170e;mulimex;100;100000;;184114;52738;2038120;2161261;8645044;118;29.101637190;2022-02-03@04:35:32
v2.0.8-169-ga840170e;mulimex;100;100000;;184114;52738;2033316;2160761;8643044;118;29.140601512;2022-02-03@04:36:06
v2.0.8-169-ga840170e;mulimex;100;100000;;184114;52738;2035604;2160436;8641744;116;28.714020616;2022-02-03@04:36:40
v2.0.8-169-ga840170e;mulimex;100;100000;;184114;52738;2032084;2160283;8641132;118;29.206112580;2022-02-03@04:37:14
v2.0.8-169-ga840170e;mulimex;100;100000;;184114;52738;2034324;2161417;8645668;116;28.719086136;2022-02-03@04:37:48
v2.0.8-169-ga840170e;mulimex;100;100000;;184114;52738;2038272;2160535;8642140;119;29.421605527;2022-02-03@04:38:23
v2.0.8-169-ga840170e;mulimex;100;100000;;184114;52738;2035796;2160192;8640768;120;29.634764100;2022-02-03@04:38:58
v2.0.8-169-ga840170e;mulimex;100;100000;;184114;52738;2034508;2160224;8640896;119;29.377756160;2022-02-03@04:39:32
v2.0.8-191-g68d8716f;mulimex;100;100000;;184114;52738;2066540;2577570;10310280;41;10.276458137;2022-02-03@04:39:50
v2.0.8-191-g68d8716f;mulimex;100;100000;;184114;52738;2062300;2577893;10311572;42;10.449553877;2022-02-03@04:40:05
v2.0.8-191-g68d8716f;mulimex;100;100000;;184114;52738;2059708;2577368;10309472;42;10.452116857;2022-02-03@04:40:21
v2.0.8-191-g68d8716f;mulimex;100;100000;;184114;52738;2056856;2578069;10312276;42;10.423925637;2022-02-03@04:40:37
v2.0.8-191-g68d8716f;mulimex;100;100000;;184114;52738;2053748;2577565;10310260;45;11.163303590;2022-02-03@04:40:53
v2.0.8-191-g68d8716f;mulimex;100;100000;;184114;52738;2061360;2590324;10361296;43;10.730801046;2022-02-03@04:41:09
v2.0.8-191-g68d8716f;mulimex;100;100000;;184114;52738;2060692;2577812;10311248;43;10.710891642;2022-02-03@04:41:25
v2.0.8-191-g68d8716f;mulimex;100;100000;;184114;52738;2063280;2578033;10312132;43;10.684359182;2022-02-03@04:41:41
v2.0.8;multi;316;100000;;190189;52927;5281860;1321995;5287980;994;245.879640405;2022-02-03@04:46:59
v2.0.8;multi;316;100000;;190189;52927;5382740;1347278;5389112;1050;257.578737989;2022-02-03@04:51:39
v2.0.8;multi;316;100000;;190189;52927;5403916;1352524;5410096;1035;253.467316643;2022-02-03@04:56:15
v2.0.8;multi;316;100000;;190189;52927;5496968;1375750;5503000;1041;257.867202868;2022-02-03@05:00:54
v2.0.8;multi;316;100000;;190189;52927;5258544;1316143;5264572;960;237.893632545;2022-02-03@05:05:15
v2.0.8;multi;316;100000;;190189;52927;5348760;1338752;5355008;998;250.531522184;2022-02-03@05:09:47
v2.0.8;multi;316;100000;;190189;52927;5296112;1325603;5302412;1016;252.767831222;2022-02-03@05:14:23
v2.0.8;multi;316;100000;;190189;52927;5372000;1344560;5378240;1034;253.495169761;2022-02-03@05:18:59
v2.0.8-169-ga840170e;multi;316;100000;;190189;52927;4404020;3174481;12697924;276;69.023646352;2022-02-03@05:20:33
v2.0.8-169-ga840170e;multi;316;100000;;190189;52927;4400612;3173771;12695084;280;70.015554835;2022-02-03@05:21:48
v2.0.8-169-ga840170e;multi;316;100000;;190189;52927;4429320;3173950;12695800;286;70.681332973;2022-02-03@05:23:05
v2.0.8-169-ga840170e;multi;316;100000;;190189;52927;4425700;3173919;12695676;286;70.795075847;2022-02-03@05:24:21
v2.0.8-169-ga840170e;multi;316;100000;;190189;52927;4430492;3173609;12694436;278;69.789081001;2022-02-03@05:25:37
v2.0.8-169-ga840170e;multi;316;100000;;190189;52927;4429668;3175102;12700408;284;70.196907446;2022-02-03@05:26:53
v2.0.8-169-ga840170e;multi;316;100000;;190189;52927;4397176;3173123;12692492;283;70.311592696;2022-02-03@05:28:09
v2.0.8-169-ga840170e;multi;316;100000;;190189;52927;4427280;3174034;12696136;296;74.267391825;2022-02-03@05:29:29
v2.0.8-191-g68d8716f;multi;316;100000;;190189;52927;4485068;3174288;12697152;114;28.949716281;2022-02-03@05:30:05
v2.0.8-191-g68d8716f;multi;316;100000;;190189;52927;4469544;3173345;12693380;117;29.661510944;2022-02-03@05:30:41
v2.0.8-191-g68d8716f;multi;316;100000;;190189;52927;4463320;3174285;12697140;114;29.222807153;2022-02-03@05:31:16
v2.0.8-191-g68d8716f;multi;316;100000;;190189;52927;4486372;3175018;12700072;116;29.549598654;2022-02-03@05:31:51
v2.0.8-191-g68d8716f;multi;316;100000;;190189;52927;4438104;3172962;12691848;114;28.843304067;2022-02-03@05:32:26
v2.0.8-191-g68d8716f;multi;316;100000;;190189;52927;4488232;3173855;12695420;117;29.646877166;2022-02-03@05:33:01
v2.0.8-191-g68d8716f;multi;316;100000;;190189;52927;4461456;3174340;12697360;115;28.942223081;2022-02-03@05:33:36
v2.0.8-191-g68d8716f;multi;316;100000;;190189;52927;4454720;3175039;12700156;113;28.743747784;2022-02-03@05:34:11
v2.0.8;imex;316;100000;;190189;52927;2137860;535979;2143916;495;122.590894535;2022-02-03@05:38:31
v2.0.8;imex;316;100000;;190189;52927;2137280;535863;2143452;491;121.383961452;2022-02-03@05:40:42
v2.0.8;imex;316;100000;;190189;52927;2137372;535935;2143740;451;111.418025115;2022-02-03@05:42:43
v2.0.8;imex;316;100000;;190189;52927;2137700;535986;2143944;459;113.312442412;2022-02-03@05:44:46
v2.0.8;imex;316;100000;;190189;52927;2138192;536084;2144336;451;111.311870414;2022-02-03@05:46:46
v2.0.8;imex;316;100000;;190189;52927;2137708;535916;2143664;463;114.303927138;2022-02-03@05:48:50
v2.0.8;imex;316;100000;;190189;52927;2160324;541594;2166376;568;139.847036587;2022-02-03@05:51:19
v2.0.8;imex;316;100000;;190189;52927;2137424;535952;2143808;457;113.878936852;2022-02-03@05:53:22
v2.0.8-169-ga840170e;imex;316;100000;;190189;52927;1996660;510235;2040940;471;116.319749596;2022-02-03@05:55:30
v2.0.8-169-ga840170e;imex;316;100000;;190189;52927;1995524;510024;2040096;483;118.976521811;2022-02-03@05:57:34
v2.0.8-169-ga840170e;imex;316;100000;;190189;52927;1998328;510663;2042652;479;118.293786569;2022-02-03@05:59:38
v2.0.8-169-ga840170e;imex;316;100000;;190189;52927;1999360;510972;2043888;489;120.978658268;2022-02-03@06:01:44
v2.0.8-169-ga840170e;imex;316;100000;;190189;52927;2000976;511402;2045608;468;115.401895324;2022-02-03@06:03:45
v2.0.8-169-ga840170e;imex;316;100000;;190189;52927;1996924;510305;2041220;501;123.097728865;2022-02-03@06:05:53
v2.0.8-169-ga840170e;imex;316;100000;;190189;52927;1997264;510350;2041400;491;120.791956279;2022-02-03@06:07:59
v2.0.8-169-ga840170e;imex;316;100000;;190189;52927;1997220;510388;2041552;482;118.743311862;2022-02-03@06:10:03
v2.0.8-191-g68d8716f;imex;316;100000;;190189;52927;2068252;2566018;10264072;59;14.391527906;2022-02-03@06:10:25
v2.0.8-191-g68d8716f;imex;316;100000;;190189;52927;2088456;2568363;10273452;67;16.644190435;2022-02-03@06:10:47
v2.0.8-191-g68d8716f;imex;316;100000;;190189;52927;2072596;2566724;10266896;64;16.024444245;2022-02-03@06:11:08
v2.0.8-191-g68d8716f;imex;316;100000;;190189;52927;2070076;2567913;10271652;66;16.351289470;2022-02-03@06:11:30
v2.0.8-191-g68d8716f;imex;316;100000;;190189;52927;2078984;2567831;10271324;62;15.238132685;2022-02-03@06:11:50
v2.0.8-191-g68d8716f;imex;316;100000;;190189;52927;2067560;2565743;10262972;67;16.814082533;2022-02-03@06:12:13
v2.0.8-191-g68d8716f;imex;316;100000;;190189;52927;2070048;2566418;10265672;61;15.002802592;2022-02-03@06:12:33
v2.0.8-191-g68d8716f;imex;316;100000;;190189;52927;2071136;2567149;10268596;67;16.353451606;2022-02-03@06:12:55
v2.0.8;single;316;100000;;190189;52927;172536;44619;178476;458;113.098238068;2022-02-03@06:17:04
v2.0.8;single;316;100000;;190189;52927;326152;83047;332188;496;122.566699993;2022-02-03@06:19:12
v2.0.8;single;316;100000;;190189;52927;96068;25471;101884;428;106.050803206;2022-02-03@06:21:03
v2.0.8;single;316;100000;;190189;52927;261112;66790;267160;486;119.511468952;2022-02-03@06:23:07
v2.0.8;single;316;100000;;190189;52927;181584;46926;187704;466;115.345875130;2022-02-03@06:25:08
v2.0.8;single;316;100000;;190189;52927;95156;25249;100996;422;104.911367718;2022-02-03@06:26:58
v2.0.8;single;316;100000;;190189;52927;204440;52676;210704;464;114.297340504;2022-02-03@06:28:58
v2.0.8;single;316;100000;;190189;52927;172040;44494;177976;445;109.724622301;2022-02-03@06:30:52
v2.0.8-169-ga840170e;single;316;100000;;190189;52927;86300;23128;92512;364;90.136167912;2022-02-03@06:32:30
v2.0.8-169-ga840170e;single;316;100000;;190189;52927;86320;23150;92600;373;92.585121893;2022-02-03@06:34:07
v2.0.8-169-ga840170e;single;316;100000;;190189;52927;85852;23041;92164;378;93.174950447;2022-02-03@06:35:45
v2.0.8-169-ga840170e;single;316;100000;;190189;52927;86040;23124;92496;367;90.846414752;2022-02-03@06:37:21
v2.0.8-169-ga840170e;single;316;100000;;190189;52927;86264;23109;92436;379;93.737167514;2022-02-03@06:39:00
v2.0.8-169-ga840170e;single;316;100000;;190189;52927;86132;23147;92588;364;90.296516902;2022-02-03@06:40:35
v2.0.8-169-ga840170e;single;316;100000;;190189;52927;85856;23098;92392;370;91.471385760;2022-02-03@06:42:11
v2.0.8-169-ga840170e;single;316;100000;;190189;52927;86148;23103;92412;395;97.162799138;2022-02-03@06:43:53
v2.0.8-191-g68d8716f;single;316;100000;;190189;52927;200012;2101578;8406312;45;11.198236719;2022-02-03@06:44:11
v2.0.8-191-g68d8716f;single;316;100000;;190189;52927;194384;2100834;8403336;50;12.182006692;2022-02-03@06:44:28
v2.0.8-191-g68d8716f;single;316;100000;;190189;52927;247016;2101457;8405828;50;12.354683197;2022-02-03@06:44:46
v2.0.8-191-g68d8716f;single;316;100000;;190189;52927;228096;2102139;8408556;49;12.045194388;2022-02-03@06:45:02
v2.0.8-191-g68d8716f;single;316;100000;;190189;52927;175404;2100478;8401912;52;12.614416323;2022-02-03@06:45:20
v2.0.8-191-g68d8716f;single;316;100000;;190189;52927;170236;2100946;8403784;51;12.495446867;2022-02-03@06:45:37
v2.0.8-191-g68d8716f;single;316;100000;;190189;52927;131204;2099846;8399384;48;12.197375024;2022-02-03@06:45:54
v2.0.8-191-g68d8716f;single;316;100000;;190189;52927;197968;2101074;8404296;50;12.404942083;2022-02-03@06:46:12
v2.0.8;mulimex;316;100000;;190189;52927;7332100;1834561;7338244;945;237.399219849;2022-02-03@06:52:27
v2.0.8;mulimex;316;100000;;190189;52927;7250904;1814304;7257216;943;236.718527622;2022-02-03@06:56:51
v2.0.8;mulimex;316;100000;;190189;52927;7410312;1854089;7416356;992;248.435463468;2022-02-03@07:01:27
